YEAR,MONTH,DATE,FISHING_SEASON,SITE,SEGMENT_START,SEGMENT_END,TRAPS,OBSERVER,NOTES
2013,10,2013-10-24,2013-2014,NAPL,119 57.150,119 57.100,0,36,
2013,10,2013-10-24,2013-2014,NAPL,119 57.100,119 57.050,0,36,
2013,10,2013-10-24,2013-2014,NAPL,119 57.050,119 57.000,0,36,
2013,10,2013-10-24,2013-2014,NAPL,119 57.000,119 56.950,0,36,
2013,10,2013-10-24,2013-2014,NAPL,119 56.950,119 56.900,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.700,119 52.650,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.650,119 52.600,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.600,119 52.550,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.550,119 52.500,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.500,119 52.450,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.450,119 52.400,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.400,119 52.350,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.350,119 52.300,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.300,119 52.250,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.250,119 52.200,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.200,119 52.150,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.150,119 52.100,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.100,119 52.050,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.050,119 52.000,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 52.000,119 51.950,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.950,119 51.900,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.900,119 51.850,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.850,119 51.800,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.800,119 51.750,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.750,119 51.700,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.700,119 51.650,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.650,119 51.600,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.600,119 51.550,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.550,119 51.500,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.500,119 51.450,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.450,119 51.400,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.400,119 51.350,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.350,119 51.300,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.300,119 51.250,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.250,119 51.200,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.200,119 51.150,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.150,119 51.100,0,36,
2013,10,2013-10-24,2013-2014,IVEE,119 51.100,119 51.050,0,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.700,119 49.650,0,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.650,119 49.600,0,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.600,119 49.550,0,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.550,119 49.500,0,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.500,119 49.450,0,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.450,119 49.400,4,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.400,119 49.350,3,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.350,119 49.300,4,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.300,119 49.250,6,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.250,119 49.200,7,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.200,119 49.150,7,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.150,119 49.100,8,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.100,119 49.050,11,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.050,119 49.000,8,36,
2013,10,2013-10-24,2013-2014,GOLB,119 49.000,119 48.950,6,36,
2013,10,2013-10-24,2013-2014,GOLB,119 48.950,119 48.900,6,36,
2013,10,2013-10-24,2013-2014,GOLB,119 48.900,119 48.850,6,36,
2013,10,2013-10-24,2013-2014,GOLB,119 48.850,119 48.800,4,36,
2013,10,2013-10-24,2013-2014,GOLB,119 48.800,119 48.750,8,36,
2013,10,2013-10-24,2013-2014,GOLB,119 48.750,119 48.700,9,36,
2013,10,2013-10-24,2013-2014,GOLB,119 48.700,119 48.650,11,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.950,119 44.900,6,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.900,119 44.850,5,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.850,119 44.800,8,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.800,119 44.750,6,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.750,119 44.700,10,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.700,119 44.650,8,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.650,119 44.600,3,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.600,119 44.550,1,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.550,119 44.500,2,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.500,119 44.450,2,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.450,119 44.400,7,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.400,119 44.350,10,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.350,119 44.300,4,36,
2013,10,2013-10-24,2013-2014,ABUR,119 44.300,119 44.250,14,36,
2013,10,2013-10-24,2013-2014,MOHK,119 44.250,119 44.200,12,36,
2013,10,2013-10-24,2013-2014,MOHK,119 44.200,119 44.150,6,36,
2013,10,2013-10-24,2013-2014,MOHK,119 44.150,119 44.100,9,36,
2013,10,2013-10-24,2013-2014,MOHK,119 44.100,119 44.050,6,36,
2013,10,2013-10-24,2013-2014,MOHK,119 44.050,119 44.000,7,36,
2013,10,2013-10-24,2013-2014,MOHK,119 44.000,119 43.950,4,36,
2013,10,2013-10-24,2013-2014,MOHK,119 43.950,119 43.900,1,36,
2013,10,2013-10-24,2013-2014,MOHK,119 43.900,119 43.850,6,36,
2013,10,2013-10-24,2013-2014,MOHK,119 43.850,119 43.800,11,36,
2013,10,2013-10-24,2013-2014,MOHK,119 43.800,119 43.750,10,36,
2013,10,2013-10-24,2013-2014,MOHK,119 43.750,119 43.700,14,36,
2013,10,2013-10-24,2013-2014,MOHK,119 43.700,119 43.650,9,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.800,119 32.750,5,36,Kelp extends another 300m west. Approximately 20 traps in that area.
2013,10,2013-10-24,2013-2014,CARP,119 32.750,119 32.700,6,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.700,119 32.650,4,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.650,119 32.600,8,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.600,119 32.550,10,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.550,119 32.500,5,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.500,119 32.450,5,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.450,119 32.400,4,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.400,119 32.350,10,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.350,119 32.300,11,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.300,119 32.250,10,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.250,119 32.200,20,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.200,119 32.150,21,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.150,119 32.100,15,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.100,119 32.050,17,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.050,119 32.000,15,36,
2013,10,2013-10-24,2013-2014,CARP,119 32.000,119 31.950,14,36,
2013,10,2013-10-24,2013-2014,CARP,119 31.950,119 31.900,18,36,
2013,10,2013-10-24,2013-2014,CARP,119 31.900,119 31.850,9,36,
2013,10,2013-10-24,2013-2014,CARP,119 31.850,119 31.800,13,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.950,120 08.900,0,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.900,120 08.850,1,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.850,120 08.800,2,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.800,120 08.750,1,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.750,120 08.700,0,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.700,120 08.650,0,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.650,120 08.600,0,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.600,120 08.550,0,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.550,120 08.500,0,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.500,120 08.450,5,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.450,120 08.400,4,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.400,120 08.350,1,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.350,120 08.300,0,36,
2013,11,2013-11-06,2013-2014,AHND,120 08.300,120 08.250,1,36,
2013,11,2013-11-06,2013-2014,AHND to AQUE,120 08.250,120 08.200,3,36,
2013,11,2013-11-06,2013-2014,AHND to AQUE,120 08.200,120 08.150,2,36,
2013,11,2013-11-06,2013-2014,AHND to AQUE,120 08.150,120 08.100,2,36,
2013,11,2013-11-06,2013-2014,AHND to AQUE,120 08.100,120 08.050,1,36,
2013,11,2013-11-06,2013-2014,AHND to AQUE,120 08.050,120 08.000,0,36,
2013,11,2013-11-06,2013-2014,AHND to AQUE,120 08.000,120 07.950,1,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.950,120 07.900,1,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.900,120 07.850,9,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.850,120 07.800,7,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.800,120 07.750,4,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.750,120 07.700,7,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.700,120 07.650,9,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.650,120 07.600,5,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.600,120 07.550,9,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.550,120 07.500,9,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.500,120 07.450,7,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.450,120 07.400,7,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.400,120 07.350,6,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.350,120 07.300,5,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.300,120 07.250,8,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.250,120 07.200,5,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.200,120 07.150,3,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.150,120 07.100,6,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.100,120 07.050,10,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.050,120 07.000,9,36,
2013,11,2013-11-06,2013-2014,AQUE,120 07.000,120 06.950,2,36,
2013,11,2013-11-06,2013-2014,AQUE,120 06.950,120 06.900,5,36,
2013,11,2013-11-06,2013-2014,AQUE,120 06.900,120 06.850,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.350,119 57.300,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.300,119 57.250,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.250,119 57.200,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.200,119 57.150,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.150,119 57.100,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.100,119 57.050,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.050,119 57.000,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 57.000,119 56.950,0,36,
2013,11,2013-11-06,2013-2014,NAPL,119 56.950,119 56.900,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.700,119 52.650,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.650,119 52.600,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.600,119 52.550,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.550,119 52.500,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.500,119 52.450,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.450,119 52.400,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.400,119 52.350,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.350,119 52.300,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.300,119 52.250,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.250,119 52.200,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.200,119 52.150,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.150,119 52.100,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.100,119 52.050,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.050,119 52.000,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 52.000,119 51.950,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.950,119 51.900,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.900,119 51.850,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.850,119 51.800,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.800,119 51.750,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.750,119 51.700,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.700,119 51.650,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.650,119 51.600,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.600,119 51.550,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.550,119 51.500,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.500,119 51.450,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.450,119 51.400,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.400,119 51.350,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.350,119 51.300,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.300,119 51.250,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.250,119 51.200,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.200,119 51.150,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.150,119 51.100,0,36,
2013,11,2013-11-06,2013-2014,IVEE,119 51.100,119 51.050,0,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.700,119 49.650,0,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.650,119 49.600,0,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.600,119 49.550,0,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.550,119 49.500,0,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.500,119 49.450,0,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.450,119 49.400,4,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.400,119 49.350,1,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.350,119 49.300,7,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.300,119 49.250,7,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.250,119 49.200,7,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.200,119 49.150,9,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.150,119 49.100,10,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.100,119 49.050,10,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.050,119 49.000,4,36,
2013,11,2013-11-06,2013-2014,GOLB,119 49.000,119 48.950,4,36,
2013,11,2013-11-06,2013-2014,GOLB,119 48.950,119 48.900,7,36,
2013,11,2013-11-06,2013-2014,GOLB,119 48.900,119 48.850,6,36,
2013,11,2013-11-06,2013-2014,GOLB,119 48.850,119 48.800,5,36,
2013,11,2013-11-06,2013-2014,GOLB,119 48.800,119 48.750,5,36,
2013,11,2013-11-06,2013-2014,GOLB,119 48.750,119 48.700,6,36,
2013,11,2013-11-06,2013-2014,GOLB,119 48.700,119 48.650,6,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.950,119 44.900,3,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.900,119 44.850,4,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.850,119 44.800,6,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.800,119 44.750,3,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.750,119 44.700,6,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.700,119 44.650,7,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.650,119 44.600,2,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.600,119 44.550,1,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.550,119 44.500,1,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.500,119 44.450,7,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.450,119 44.400,9,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.400,119 44.350,8,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.350,119 44.300,8,36,
2013,11,2013-11-06,2013-2014,ABUR,119 44.300,119 44.250,10,36,
2013,11,2013-11-06,2013-2014,MOHK,119 44.250,119 44.200,9,36,
2013,11,2013-11-06,2013-2014,MOHK,119 44.200,119 44.150,8,36,
2013,11,2013-11-06,2013-2014,MOHK,119 44.150,119 44.100,5,36,
2013,11,2013-11-06,2013-2014,MOHK,119 44.100,119 44.050,8,36,
2013,11,2013-11-06,2013-2014,MOHK,119 44.050,119 44.000,7,36,
2013,11,2013-11-06,2013-2014,MOHK,119 44.000,119 43.950,4,36,
2013,11,2013-11-06,2013-2014,MOHK,119 43.950,119 43.900,3,36,
2013,11,2013-11-06,2013-2014,MOHK,119 43.900,119 43.850,3,36,
2013,11,2013-11-06,2013-2014,MOHK,119 43.850,119 43.800,7,36,
2013,11,2013-11-06,2013-2014,MOHK,119 43.800,119 43.750,3,36,
2013,11,2013-11-06,2013-2014,MOHK,119 43.750,119 43.700,3,36,
2013,11,2013-11-06,2013-2014,MOHK,119 43.700,119 43.650,5,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.950,119 32.900,6,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.900,119 32.850,5,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.850,119 32.800,2,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.800,119 32.750,5,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.750,119 32.700,3,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.700,119 32.650,5,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.650,119 32.600,4,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.600,119 32.550,2,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.550,119 32.500,3,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.500,119 32.450,8,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.450,119 32.400,3,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.400,119 32.350,7,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.350,119 32.300,15,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.300,119 32.250,13,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.250,119 32.200,18,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.200,119 32.150,9,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.150,119 32.100,13,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.100,119 32.050,16,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.050,119 32.000,20,36,
2013,11,2013-11-06,2013-2014,CARP,119 32.000,119 31.950,11,36,
2013,11,2013-11-06,2013-2014,CARP,119 31.950,119 31.900,13,36,
2013,11,2013-11-06,2013-2014,CARP,119 31.900,119 31.850,10,36,
2013,11,2013-11-06,2013-2014,CARP,119 31.850,119 31.800,17,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.950,120 08.900,1,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.900,120 08.850,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.850,120 08.800,3,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.800,120 08.750,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.750,120 08.700,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.700,120 08.650,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.650,120 08.600,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.600,120 08.550,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.550,120 08.500,1,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.500,120 08.450,5,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.450,120 08.400,3,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.400,120 08.350,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.350,120 08.300,0,36,
2013,11,2013-11-21,2013-2014,AHND,120 08.300,120 08.250,1,36,
2013,11,2013-11-21,2013-2014,AHND to AQUE,120 08.250,120 08.200,3,36,
2013,11,2013-11-21,2013-2014,AHND to AQUE,120 08.200,120 08.150,1,36,
2013,11,2013-11-21,2013-2014,AHND to AQUE,120 08.150,120 08.100,3,36,
2013,11,2013-11-21,2013-2014,AHND to AQUE,120 08.100,120 08.050,1,36,
2013,11,2013-11-21,2013-2014,AHND to AQUE,120 08.050,120 08.000,0,36,
2013,11,2013-11-21,2013-2014,AHND to AQUE,120 08.000,120 07.950,0,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.950,120 07.900,1,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.900,120 07.850,10,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.850,120 07.800,6,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.800,120 07.750,5,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.750,120 07.700,7,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.700,120 07.650,8,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.650,120 07.600,5,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.600,120 07.550,6,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.550,120 07.500,7,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.500,120 07.450,7,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.450,120 07.400,5,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.400,120 07.350,4,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.350,120 07.300,5,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.300,120 07.250,6,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.250,120 07.200,5,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.200,120 07.150,3,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.150,120 07.100,5,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.100,120 07.050,4,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.050,120 07.000,8,36,
2013,11,2013-11-21,2013-2014,AQUE,120 07.000,120 06.950,6,36,
2013,11,2013-11-21,2013-2014,AQUE,120 06.950,120 06.900,3,36,
2013,11,2013-11-21,2013-2014,AQUE,120 06.900,120 06.850,1,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.700,119 49.650,0,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.650,119 49.600,0,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.600,119 49.550,0,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.550,119 49.500,0,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.500,119 49.450,0,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.450,119 49.400,2,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.400,119 49.350,2,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.350,119 49.300,5,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.300,119 49.250,5,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.250,119 49.200,4,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.200,119 49.150,6,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.150,119 49.100,8,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.100,119 49.050,5,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.050,119 49.000,4,36,
2013,11,2013-11-21,2013-2014,GOLB,119 49.000,119 48.950,2,36,
2013,11,2013-11-21,2013-2014,GOLB,119 48.950,119 48.900,3,36,
2013,11,2013-11-21,2013-2014,GOLB,119 48.900,119 48.850,5,36,
2013,11,2013-11-21,2013-2014,GOLB,119 48.850,119 48.800,4,36,
2013,11,2013-11-21,2013-2014,GOLB,119 48.800,119 48.750,5,36,
2013,11,2013-11-21,2013-2014,GOLB,119 48.750,119 48.700,3,36,
2013,11,2013-11-21,2013-2014,GOLB,119 48.700,119 48.650,5,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.950,119 44.900,2,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.900,119 44.850,5,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.850,119 44.800,4,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.800,119 44.750,3,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.750,119 44.700,6,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.700,119 44.650,4,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.650,119 44.600,3,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.600,119 44.550,0,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.550,119 44.500,0,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.500,119 44.450,8,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.450,119 44.400,5,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.400,119 44.350,3,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.350,119 44.300,4,36,
2013,11,2013-11-21,2013-2014,ABUR,119 44.300,119 44.250,9,36,
2013,11,2013-11-21,2013-2014,MOHK,119 44.250,119 44.200,7,36,
2013,11,2013-11-21,2013-2014,MOHK,119 44.200,119 44.150,5,36,
2013,11,2013-11-21,2013-2014,MOHK,119 44.150,119 44.100,6,36,
2013,11,2013-11-21,2013-2014,MOHK,119 44.100,119 44.050,3,36,
2013,11,2013-11-21,2013-2014,MOHK,119 44.050,119 44.000,2,36,
2013,11,2013-11-21,2013-2014,MOHK,119 44.000,119 43.950,5,36,
2013,11,2013-11-21,2013-2014,MOHK,119 43.950,119 43.900,4,36,
2013,11,2013-11-21,2013-2014,MOHK,119 43.900,119 43.850,4,36,
2013,11,2013-11-21,2013-2014,MOHK,119 43.850,119 43.800,3,36,
2013,11,2013-11-21,2013-2014,MOHK,119 43.800,119 43.750,4,36,
2013,11,2013-11-21,2013-2014,MOHK,119 43.750,119 43.700,8,36,
2013,11,2013-11-21,2013-2014,MOHK,119 43.700,119 43.650,6,36,
